orig_fips,county_state,total_out_exemptions
47075,"Haywood County, Tennessee",634
13131,"Grady County, Georgia",633
13231,"Pike County, Georgia",633
51195,"Wise County, Virginia",632
21003,"Allen County, Kentucky",630
45037,"Edgefield County, South Carolina",629
55069,"Lincoln County, Wisconsin",628
28123,"Scott County, Mississippi",627
39175,"Wyandot County, Ohio",627
29083,"Henry County, Missouri",626
28143,"Tunica County, Mississippi",625
18045,"Fountain County, Indiana",624
28003,"Alcorn County, Mississippi",624
30093,"Silver Bow County, Montana",624
46013,"Brown County, South Dakota",622
19031,"Cedar County, Iowa",621
41027,"Hood River County, Oregon",621
27083,"Lyon County, Minnesota",620
01109,"Pike County, Alabama",619
29127,"Marion County, Missouri",619
20009,"Barton County, Kansas",618
31047,"Dawson County, Nebraska",617
01007,"Bibb County, Alabama",616
47029,"Cocke County, Tennessee",616
21141,"Logan County, Kentucky",615
29007,"Audrain County, Missouri",615
33007,"Coos County, New Hampshire",614
20113,"McPherson County, Kansas",613
51185,"Tazewell County, Virginia",611
13159,"Jasper County, Georgia",609
17041,"Douglas County, Illinois",609
22077,"Pointe Coupee Parish, Louisiana",609
45033,"Dillon County, South Carolina",609
47129,"Morgan County, Tennessee",609
20175,"Seward County, Kansas",608
47015,"Cannon County, Tennessee",608
47077,"Henderson County, Tennessee",607
47143,"Rhea County, Tennessee",607
48035,"Bosque County, Texas",607
17083,"Jersey County, Illinois",606
39125,"Paulding County, Ohio",605
22083,"Richland Parish, Louisiana",604
12059,"Holmes County, Florida",603
48489,"Willacy County, Texas",603
31155,"Saunders County, Nebraska",602
42019,"Butler County, Pennsylvania",602
42085,"Mercer County, Pennsylvania",602
41013,"Crook County, Oregon",601
47013,"Campbell County, Tennessee",600
13025,"Brantley County, Georgia",599
48019,"Bandera County, Texas",599
12129,"Wakulla County, Florida",598
27039,"Dodge County, Minnesota",598
29143,"New Madrid County, Missouri",598
49047,"Uintah County, Utah",598
16073,"Owyhee County, Idaho",596
37053,"Currituck County, North Carolina",596
05057,"Hempstead County, Arkansas",594
21071,"Floyd County, Kentucky",594
13069,"Coffee County, Georgia",593
13189,"McDuffie County, Georgia",592
21167,"Mercer County, Kentucky",592
26137,"Otsego County, Michigan",592
45039,"Fairfield County, South Carolina",592
47139,"Polk County, Tennessee",592
22093,"St. James Parish, Louisiana",591
50015,"Lamoille County, Vermont",591
01087,"Macon County, Alabama",590
31111,"Lincoln County, Nebraska",590
56013,"Fremont County, Wyoming",590
29131,"Miller County, Missouri",588
56041,"Uinta County, Wyoming",588
17173,"Shelby County, Illinois",586
27161,"Waseca County, Minnesota",586
37007,"Anson County, North Carolina",586
51790,"Staunton city, Virginia",586
01067,"Henry County, Alabama",585
22111,"Union Parish, Louisiana",585
28101,"Newton County, Mississippi",585
47023,"Chester County, Tennessee",585
55137,"Waushara County, Wisconsin",585
01133,"Winston County, Alabama",584
50005,"Caledonia County, Vermont",584
51167,"Russell County, Virginia",584
29221,"Washington County, Missouri",583
45087,"Union County, South Carolina",583
01085,"Lowndes County, Alabama",582
20041,"Dickinson County, Kansas",582
21173,"Montgomery County, Kentucky",582
17135,"Montgomery County, Illinois",581
28079,"Leake County, Mississippi",579
54005,"Boone County, West Virginia",579
29229,"Wright County, Missouri",578
01037,"Coosa County, Alabama",577
17109,"McDonough County, Illinois",576
18041,"Fayette County, Indiana",576
28117,"Prentiss County, Mississippi",576
36095,"Schoharie County, New York",576
37131,"Northampton County, North Carolina",576
16043,"Fremont County, Idaho",575
24039,"Somerset County, Maryland",575
01093,"Marion County, Alabama",574
55123,"Vernon County, Wisconsin",574
40001,"Adair County, Oklahoma",573
47069,"Hardeman County, Tennessee",573
47071,"Hardin County, Tennessee",573
47041,"DeKalb County, Tennessee",572
51145,"Powhatan County, Virginia",572
13321,"Worth County, Georgia",571
48341,"Moore County, Texas",571
13055,"Chattooga County, Georgia",570
13257,"Stephens County, Georgia",570
29141,"Morgan County, Missouri",570
13087,"Decatur County, Georgia",569
27065,"Kanabec County, Minnesota",569
41057,"Tillamook County, Oregon",569
39161,"Van Wert County, Ohio",568
26069,"Iosco County, Michigan",567
26143,"Roscommon County, Michigan",567
41015,"Curry County, Oregon",567
48225,"Houston County, Texas",566
54051,"Marshall County, West Virginia",565
16045,"Gem County, Idaho",564
37117,"Martin County, North Carolina",564
05047,"Franklin County, Arkansas",563
47033,"Crockett County, Tennessee",562
47159,"Smith County, Tennessee",562
18147,"Spencer County, Indiana",561
48293,"Limestone County, Texas",561
19019,"Buchanan County, Iowa",559
29013,"Bates County, Missouri",555
35027,"Lincoln County, New Mexico",555
19111,"Lee County, Iowa",552
45017,"Calhoun County, South Carolina",552
49037,"San Juan County, Utah",552
27045,"Fillmore County, Minnesota",551
22091,"St. Helena Parish, Louisiana",550
08075,"Logan County, Colorado",549
17145,"Perry County, Illinois",549
48337,"Montague County, Texas",549
08097,"Pitkin County, Colorado",548
48253,"Jones County, Texas",545
08107,"Routt County, Colorado",544
37115,"Madison County, North Carolina",543
48051,"Burleson County, Texas",543
51750,"Radford city, Virginia",543
21191,"Pendleton County, Kentucky",542
28017,"Chickasaw County, Mississippi",542
35028,"Los Alamos County, New Mexico",542
37175,"Transylvania County, North Carolina",542
51127,"New Kent County, Virginia",542
18121,"Parke County, Indiana",541
54057,"Mineral County, West Virginia",541
19123,"Mahaska County, Iowa",540
17125,"Mason County, Illinois",539
27047,"Freeborn County, Minnesota",539
21035,"Calloway County, Kentucky",537
36097,"Schuyler County, New York",534
01065,"Hale County, Alabama",533
18165,"Vermillion County, Indiana",533
18159,"Tipton County, Indiana",532
47079,"Henry County, Tennessee",532
48395,"Robertson County, Texas",532
51117,"Mecklenburg County, Virginia",532
56039,"Teton County, Wyoming",532
23029,"Washington County, Maine",531
28043,"Grenada County, Mississippi",531
01019,"Cherokee County, Alabama",529
28099,"Neshoba County, Mississippi",528
48351,"Newton County, Texas",528
54009,"Brooke County, West Virginia",528
28039,"George County, Mississippi",527
41065,"Wasco County, Oregon",527
06051,"Mono County, California",526
28061,"Jasper County, Mississippi",526
48457,"Tyler County, Texas",525
49041,"Sevier County, Utah",525
27153,"Todd County, Minnesota",524
05043,"Drew County, Arkansas",523
19183,"Washington County, Iowa",523
48145,"Falls County, Texas",523
12041,"Gilchrist County, Florida",522
40091,"McIntosh County, Oklahoma",521
20139,"Osage County, Kansas",520
22013,"Bienville Parish, Louisiana",520
26129,"Ogemaw County, Michigan",520
13147,"Hart County, Georgia",519
47133,"Overton County, Tennessee",519
51083,"Halifax County, Virginia",519
05087,"Madison County, Arkansas",518
39067,"Harrison County, Ohio",517
48089,"Colorado County, Texas",516
48233,"Hutchinson County, Texas",515
54059,"Mingo County, West Virginia",515
19065,"Fayette County, Iowa",513
05071,"Johnson County, Arkansas",512
29073,"Gasconade County, Missouri",512
39115,"Morgan County, Ohio",512
48343,"Morris County, Texas",512
17147,"Piatt County, Illinois",511
13237,"Putnam County, Georgia",509
51043,"Clarke County, Virginia",509
08019,"Clear Creek County, Colorado",508
13211,"Morgan County, Georgia",508
13019,"Berrien County, Georgia",507
48161,"Freestone County, Texas",507
17039,"De Witt County, Illinois",505
28163,"Yazoo County, Mississippi",504
13183,"Long County, Georgia",502
26019,"Benzie County, Michigan",502
38077,"Richland County, North Dakota",502
05075,"Lawrence County, Arkansas",501
16047,"Gooding County, Idaho",501
35057,"Torrance County, New Mexico",501
35041,"Roosevelt County, New Mexico",500
13079,"Crawford County, Georgia",499
13123,"Gilmer County, Georgia",499
26089,"Leelanau County, Michigan",499
51101,"King William County, Virginia",499
12065,"Jefferson County, Florida",498
26109,"Menominee County, Michigan",498
28139,"Tippah County, Mississippi",498
54045,"Logan County, West Virginia",498
42001,"Adams County, Pennsylvania",497
54043,"Lincoln County, West Virginia",497
19115,"Louisa County, Iowa",496
04012,"La Paz County, Arizona",494
13075,"Cook County, Georgia",494
13205,"Mitchell County, Georgia",494
31067,"Gage County, Nebraska",494
56029,"Park County, Wyoming",494
21215,"Spencer County, Kentucky",492
45053,"Jasper County, South Carolina",492
48057,"Calhoun County, Texas",492
47109,"McNairy County, Tennessee",491
53039,"Klickitat County, Washington",491
21213,"Simpson County, Kentucky",490
48117,"Deaf Smith County, Texas",489
18075,"Jay County, Indiana",488
54053,"Mason County, West Virginia",488
05037,"Cross County, Arkansas",487
28091,"Marion County, Mississippi",487
51173,"Smyth County, Virginia",487
06043,"Mariposa County, California",486
17053,"Ford County, Illinois",486
36123,"Yates County, New York",486
56033,"Sheridan County, Wyoming",486
35055,"Taos County, New Mexico",485
45049,"Hampton County, South Carolina",485
18153,"Sullivan County, Indiana",484
26079,"Kalkaska County, Michigan",484
48149,"Fayette County, Texas",484
54027,"Hampshire County, West Virginia",481
13083,"Dade County, Georgia",480
13279,"Toombs County, Georgia",480
18111,"Newton County, Indiana",480
21177,"Muhlenberg County, Kentucky",480
29059,"Dallas County, Missouri",479
48171,"Gillespie County, Texas",479
51007,"Amelia County, Virginia",478
51197,"Wythe County, Virginia",478
17085,"Jo Daviess County, Illinois",477
48299,"Llano County, Texas",477
29175,"Randolph County, Missouri",476
35029,"Luna County, New Mexico",476
21233,"Webster County, Kentucky",475
31131,"Otoe County, Nebraska",475
42015,"Bradford County, Pennsylvania",475
51735,"Poquoson city, Virginia",475
30047,"Lake County, Montana",474
48063,"Camp County, Texas",473
19121,"Madison County, Iowa",472
28005,"Amite County, Mississippi",472
18027,"Daviess County, Indiana",471
19149,"Plymouth County, Iowa",470
28025,"Clay County, Mississippi",470
55029,"Door County, Wisconsin",470
01025,"Clarke County, Alabama",469
06063,"Plumas County, California",469
01029,"Cleburne County, Alabama",468
17131,"Mercer County, Illinois",467
47171,"Unicoi County, Tennessee",467
51169,"Scott County, Virginia",467
17187,"Warren County, Illinois",466
48419,"Shelby County, Texas",466
01129,"Washington County, Alabama",465
13229,"Pierce County, Georgia",463
28015,"Carroll County, Mississippi",463
28051,"Holmes County, Mississippi",463
48289,"Leon County, Texas",462
51001,"Accomack County, Virginia",462
08083,"Montezuma County, Colorado",461
08089,"Otero County, Colorado",461
17139,"Moultrie County, Illinois",460
18009,"Blackford County, Indiana",460
08003,"Alamosa County, Colorado",458
19129,"Mills County, Iowa",458
21161,"Mason County, Kentucky",456
46027,"Clay County, South Dakota",456
18131,"Pulaski County, Indiana",455
20085,"Jackson County, Kansas",455
51079,"Greene County, Virginia",455
21205,"Rowan County, Kentucky",454
47185,"White County, Tennessee",454
21193,"Perry County, Kentucky",451
26105,"Mason County, Michigan",451
29011,"Barton County, Missouri",451
45011,"Barnwell County, South Carolina",451
46035,"Davison County, South Dakota",451
47111,"Macon County, Tennessee",451
48455,"Trinity County, Texas",451
01057,"Fayette County, Alabama",450
27015,"Brown County, Minnesota",450
29215,"Texas County, Missouri",449
48389,"Reeves County, Texas",449
06027,"Inyo County, California",446
20099,"Labette County, Kansas",446
21097,"Harrison County, Kentucky",446
05041,"Desha County, Arkansas",445
13293,"Upson County, Georgia",445
37149,"Polk County, North Carolina",444
48279,"Lamb County, Texas",444
06011,"Colusa County, California",443
35053,"Socorro County, New Mexico",443
02150,"Kodiak Island Borough, Alaska",442
05067,"Jackson County, Arkansas",442
19087,"Henry County, Iowa",442
01041,"Crenshaw County, Alabama",440
21123,"Larue County, Kentucky",440
16013,"Blaine County, Idaho",439
27055,"Houston County, Minnesota",439
55103,"Richland County, Wisconsin",439
20005,"Atchison County, Kansas",438
28065,"Jefferson Davis County, Mississippi",438
46135,"Yankton County, South Dakota",438
48077,"Clay County, Texas",438
55023,"Crawford County, Wisconsin",438
37091,"Hertford County, North Carolina",437
17123,"Marshall County, Illinois",436
51147,"Prince Edward County, Virginia",436
55077,"Marquette County, Wisconsin",436
26041,"Delta County, Michigan",435
21043,"Carter County, Kentucky",434
54047,"McDowell County, West Virginia",434
55011,"Buffalo County, Wisconsin",434
13149,"Heard County, Georgia",433
17067,"Hancock County, Illinois",433
21065,"Estill County, Kentucky",433
21217,"Taylor County, Kentucky",433
40035,"Craig County, Oklahoma",433
48179,"Gray County, Texas",433
51035,"Carroll County, Virginia",433
24029,"Kent County, Maryland",432
05021,"Clay County, Arkansas",431
05135,"Sharp County, Arkansas",431
28161,"Yalobusha County, Mississippi",431
29155,"Pemiscot County, Missouri",431
21061,"Edmonson County, Kentucky",430
51193,"Westmoreland County, Virginia",430
36049,"Lewis County, New York",429
13289,"Twiggs County, Georgia",428
54029,"Hancock County, West Virginia",428
17015,"Carroll County, Illinois",427
45081,"Saluda County, South Carolina",427
31159,"Seward County, Nebraska",426
32029,"Storey County, Nevada",426
49013,"Duchesne County, Utah",423
05107,"Phillips County, Arkansas",422
21001,"Adair County, Kentucky",422
17017,"Cass County, Illinois",421
26101,"Manistee County, Michigan",421
21085,"Grayson County, Kentucky",420
47087,"Jackson County, Tennessee",420
48133,"Eastland County, Texas",420
05027,"Columbia County, Arkansas",419
48285,"Lavaca County, Texas",419
01111,"Randolph County, Alabama",417
51139,"Page County, Virginia",417
53049,"Pacific County, Washington",417
19055,"Delaware County, Iowa",416
51027,"Buchanan County, Virginia",416
55065,"Lafayette County, Wisconsin",416
12125,"Union County, Florida",415
29067,"Douglas County, Missouri",415
55053,"Jackson County, Wisconsin",414
19043,"Clayton County, Iowa",413
48503,"Young County, Texas",413
12043,"Glades County, Florida",411
29001,"Adair County, Missouri",411
46065,"Hughes County, South Dakota",411
40089,"McCurtain County, Oklahoma",410
55067,"Langlade County, Wisconsin",410
18117,"Orange County, Indiana",408
39105,"Meigs County, Ohio",408
01107,"Pickens County, Alabama",407
41049,"Morrow County, Oregon",407
48239,"Jackson County, Texas",407
29135,"Moniteau County, Missouri",406
55061,"Kewaunee County, Wisconsin",406
29217,"Vernon County, Missouri",405
48287,"Lee County, Texas",405
55125,"Vilas County, Wisconsin",405
21087,"Green County, Kentucky",404
13107,"Emanuel County, Georgia",403
48177,"Gonzales County, Texas",403
19095,"Iowa County, Iowa",402
17005,"Bond County, Illinois",401
21041,"Carroll County, Kentucky",401
40105,"Nowata County, Oklahoma",400
49027,"Millard County, Utah",400
41031,"Jefferson County, Oregon",398
21099,"Hart County, Kentucky",397
22085,"Sabine Parish, Louisiana",397
46127,"Union County, South Dakota",397
19097,"Jackson County, Iowa",396
29053,"Cooper County, Missouri",395
31037,"Colfax County, Nebraska",395
37015,"Bertie County, North Carolina",395
48059,"Callahan County, Texas",395
21119,"Knott County, Kentucky",394
40107,"Okfuskee County, Oklahoma",394
17051,"Fayette County, Illinois",393
13081,"Crisp County, Georgia",392
54035,"Jackson County, West Virginia",392
27129,"Renville County, Minnesota",391
28077,"Lawrence County, Mississippi",391
28153,"Wayne County, Mississippi",391
17189,"Washington County, Illinois",390
17035,"Cumberland County, Illinois",389
28129,"Smith County, Mississippi",389
51163,"Rockbridge County, Virginia",389
19167,"Sioux County, Iowa",388
26011,"Arenac County, Michigan",387
08015,"Chaffee County, Colorado",386
13221,"Oglethorpe County, Georgia",386
27143,"Sibley County, Minnesota",386
05003,"Ashley County, Arkansas",385
17045,"Edgar County, Illinois",385
01013,"Butler County, Alabama",384
05089,"Marion County, Arkansas",384
51175,"Southampton County, Virginia",384
12029,"Dixie County, Florida",383
22027,"Claiborne Parish, Louisiana",383
29195,"Saline County, Missouri",383
48123,"DeWitt County, Texas",383
47121,"Meigs County, Tennessee",382
56007,"Carbon County, Wyoming",382
19021,"Buena Vista County, Iowa",380
45009,"Bamberg County, South Carolina",380
18007,"Benton County, Indiana",379
51135,"Nottoway County, Virginia",378
40103,"Noble County, Oklahoma",377
37185,"Warren County, North Carolina",376
50019,"Orleans County, Vermont",376
02050,"Bethel Census Area, Alaska",375
17129,"Menard County, Illinois",375
18025,"Crawford County, Indiana",375
05017,"Chicot County, Arkansas",374
18123,"Perry County, Indiana",374
22041,"Franklin Parish, Louisiana",374
06015,"Del Norte County, California",372
37103,"Jones County, North Carolina",372
29147,"Nodaway County, Missouri",371
38093,"Stutsman County, North Dakota",371
40009,"Beckham County, Oklahoma",371
19105,"Jones County, Iowa",370
21183,"Ohio County, Kentucky",369
01099,"Monroe County, Alabama",368
05127,"Scott County, Arkansas",368
26007,"Alpena County, Michigan",368
29139,"Montgomery County, Missouri",368
51125,"Nelson County, Virginia",368
48379,"Rains County, Texas",367
56009,"Converse County, Wyoming",367
19041,"Clay County, Iowa",366
29017,"Bollinger County, Missouri",366
48131,"Duval County, Texas",366
01075,"Lamar County, Alabama",365
48315,"Marion County, Texas",365
54077,"Preston County, West Virginia",365
19079,"Hamilton County, Iowa",364
48369,"Parmer County, Texas",364
21115,"Johnson County, Kentucky",363
29093,"Iron County, Missouri",363
13155,"Irwin County, Georgia",362
26033,"Chippewa County, Michigan",362
40063,"Hughes County, Oklahoma",362
28131,"Stone County, Mississippi",361
05113,"Polk County, Arkansas",360
21203,"Rockcastle County, Kentucky",359
21225,"Union County, Kentucky",359
48009,"Archer County, Texas",359
28141,"Tishomingo County, Mississippi",356
30041,"Hill County, Montana",356
21045,"Casey County, Kentucky",355
22125,"West Feliciana Parish, Louisiana",355
29121,"Macon County, Missouri",355
51025,"Brunswick County, Virginia",355
01027,"Clay County, Alabama",354
13093,"Dooly County, Georgia",354
28009,"Benton County, Mississippi",354
29015,"Benton County, Missouri",353
13163,"Jefferson County, Georgia",352
48175,"Goliad County, Texas",352
55129,"Washburn County, Wisconsin",351
28007,"Attala County, Mississippi",349
05105,"Perry County, Arkansas",348
27023,"Chippewa County, Minnesota",348
30067,"Park County, Montana",348
31151,"Saline County, Nebraska",348
40073,"Kingfisher County, Oklahoma",348
05061,"Howard County, Arkansas",347
05081,"Little River County, Arkansas",346
08049,"Grand County, Colorado",346
21219,"Todd County, Kentucky",346
29039,"Cedar County, Missouri",346
29157,"Perry County, Missouri",346
48353,"Nolan County, Texas",346
17087,"Johnson County, Illinois",345
47005,"Benton County, Tennessee",345
51690,"Martinsville city, Virginia",345
17023,"Clark County, Illinois",344
29025,"Caldwell County, Missouri",344
28013,"Calhoun County, Mississippi",343
32013,"Humboldt County, Nevada",343
40153,"Woodward County, Oklahoma",342
17165,"Saline County, Illinois",341
48165,"Gaines County, Texas",341
02130,"Ketchikan Gateway Borough, Alaska",340
19023,"Butler County, Iowa",340
55013,"Burnett County, Wisconsin",340
13133,"Greene County, Georgia",339
21033,"Caldwell County, Kentucky",339
51113,"Madison County, Virginia",339
13017,"Ben Hill County, Georgia",338
22029,"Concordia Parish, Louisiana",338
37011,"Avery County, North Carolina",338
56023,"Lincoln County, Wyoming",338
51063,"Floyd County, Virginia",337
19157,"Poweshiek County, Iowa",336
21095,"Harlan County, Kentucky",336
13091,"Dodge County, Georgia",335
51036,"Charles City County, Virginia",335
05121,"Randolph County, Arkansas",334
18125,"Pike County, Indiana",334
19085,"Harrison County, Iowa",333
26043,"Dickinson County, Michigan",333
47085,"Humphreys County, Tennessee",333
20011,"Bourbon County, Kansas",332
38089,"Stark County, North Dakota",332
48377,"Presidio County, Texas",332
48313,"Madison County, Texas",331
48115,"Dawson County, Texas",330
13267,"Tattnall County, Georgia",329
19083,"Hardin County, Iowa",329
29163,"Pike County, Missouri",329
48069,"Castro County, Texas",329
21011,"Bath County, Kentucky",328
16079,"Shoshone County, Idaho",327
19141,"O, Iowa",327
28041,"Greene County, Mississippi",326
48371,"Pecos County, Texas",326
02261,"Valdez-Cordova Census Area, Alaska",325
22127,"Winn Parish, Louisiana",325
27043,"Faribault County, Minnesota",325
27057,"Hubbard County, Minnesota",325
13273,"Terrell County, Georgia",324
17061,"Greene County, Illinois",324
19047,"Crawford County, Iowa",324
12045,"Gulf County, Florida",323
27113,"Pennington County, Minnesota",323
01091,"Marengo County, Alabama",322
13109,"Evans County, Georgia",322
31081,"Hamilton County, Nebraska",322
21077,"Gallatin County, Kentucky",321
21187,"Owen County, Kentucky",321
30043,"Jefferson County, Montana",321
19171,"Tama County, Iowa",320
21223,"Trimble County, Kentucky",320
28159,"Winston County, Mississippi",320
55007,"Bayfield County, Wisconsin",320
40099,"Murray County, Oklahoma",319
48159,"Franklin County, Texas",319
54025,"Greenbrier County, West Virginia",319
28069,"Kemper County, Mississippi",317
38105,"Williams County, North Dakota",317
39111,"Monroe County, Ohio",317
49015,"Emery County, Utah",317
27105,"Nobles County, Minnesota",316
13023,"Bleckley County, Georgia",314
19027,"Carroll County, Iowa",314
20133,"Neosho County, Kansas",314
21155,"Marion County, Kentucky",313
48415,"Scurry County, Texas",313
48163,"Frio County, Texas",312
05077,"Lee County, Arkansas",310
13001,"Appling County, Georgia",310
17181,"Union County, Illinois",310
19101,"Jefferson County, Iowa",310
13111,"Fannin County, Georgia",309
54091,"Taylor County, West Virginia",309
29065,"Dent County, Missouri",308
48387,"Red River County, Texas",308
48475,"Ward County, Texas",308
01035,"Conecuh County, Alabama",307
30009,"Carbon County, Montana",307
05141,"Van Buren County, Arkansas",306
23021,"Piscataquis County, Maine",306
46005,"Beadle County, South Dakota",305
51037,"Charlotte County, Virginia",305
51077,"Grayson County, Virginia",305
12047,"Hamilton County, Florida",304
28135,"Tallahatchie County, Mississippi",304
29123,"Madison County, Missouri",304
37143,"Perquimans County, North Carolina",304
48403,"Sabine County, Texas",303
49023,"Juab County, Utah",303
51183,"Sussex County, Virginia",303
21139,"Livingston County, Kentucky",302
19145,"Page County, Iowa",301
21133,"Letcher County, Kentucky",300
17025,"Clay County, Illinois",299
05001,"Arkansas County, Arkansas",298
16015,"Boise County, Idaho",297
21197,"Powell County, Kentucky",297
29089,"Howard County, Missouri",297
51011,"Appomattox County, Virginia",297
08099,"Prowers County, Colorado",296
26113,"Missaukee County, Michigan",296
55119,"Taylor County, Wisconsin",296
13049,"Charlton County, Georgia",294
18171,"Warren County, Indiana",294
16009,"Benewah County, Idaho",293
26085,"Lake County, Michigan",293
29117,"Livingston County, Missouri",293
20115,"Marion County, Kansas",292
37173,"Swain County, North Carolina",292
40011,"Blaine County, Oklahoma",292
55003,"Ashland County, Wisconsin",292
01131,"Wilcox County, Alabama",291
13319,"Wilkinson County, Georgia",291
20001,"Allen County, Kansas",291
48107,"Crosby County, Texas",291
51057,"Essex County, Virginia",291
27091,"Martin County, Minnesota",290
47161,"Stewart County, Tennessee",290
51141,"Patrick County, Virginia",290
40095,"Marshall County, Oklahoma",288
40139,"Texas County, Oklahoma",288
30053,"Lincoln County, Montana",287
39163,"Vinton County, Ohio",287
54041,"Lewis County, West Virginia",287
46019,"Butte County, South Dakota",285
54103,"Wetzel County, West Virginia",285
01011,"Bullock County, Alabama",284
26061,"Houghton County, Michigan",284
26097,"Mackinac County, Michigan",284
49029,"Morgan County, Utah",284
54001,"Barbour County, West Virginia",284
13043,"Candler County, Georgia",283
37029,"Camden County, North Carolina",283
54097,"Upshur County, West Virginia",283
27127,"Redwood County, Minnesota",282
27159,"Wadena County, Minnesota",282
31185,"York County, Nebraska",282
51071,"Giles County, Virginia",282
05065,"Izard County, Arkansas",281
15007,"Kauai County, Hawaii",281
21051,"Clay County, Kentucky",281
21091,"Hancock County, Kentucky",281
22025,"Catahoula Parish, Louisiana",280
42115,"Susquehanna County, Pennsylvania",280
08071,"Las Animas County, Colorado",279
16049,"Idaho County, Idaho",279
28021,"Claiborne County, Mississippi",279
38071,"Ramsey County, North Dakota",279
54109,"Wyoming County, West Virginia",279
37113,"Macon County, North Carolina",278
37137,"Pamlico County, North Carolina",278
37199,"Yancey County, North Carolina",278
19077,"Guthrie County, Iowa",277
27001,"Aitkin County, Minnesota",277
50013,"Grand Isle County, Vermont",277
40061,"Haskell County, Oklahoma",276
51029,"Buckingham County, Virginia",276
13251,"Screven County, Georgia",275
54067,"Nicholas County, West Virginia",274
13105,"Elbert County, Georgia",273
28111,"Perry County, Mississippi",273
29115,"Linn County, Missouri",273
29133,"Mississippi County, Missouri",273
12079,"Madison County, Florida",272
16035,"Clearwater County, Idaho",272
54083,"Randolph County, West Virginia",272
37039,"Cherokee County, North Carolina",271
48043,"Brewster County, Texas",271
05133,"Sevier County, Arkansas",270
18155,"Switzerland County, Indiana",270
19191,"Winneshiek County, Iowa",269
48487,"Wilbarger County, Texas",269
13291,"Union County, Georgia",268
13305,"Wayne County, Georgia",268
20013,"Brown County, Kansas",268
20107,"Linn County, Kansas",268
20205,"Wilson County, Kansas",268
24023,"Garrett County, Maryland",268
40005,"Atoka County, Oklahoma",268
41001,"Baker County, Oregon",267
05079,"Lincoln County, Arkansas",266
16087,"Washington County, Idaho",266
19035,"Cherokee County, Iowa",266
30003,"Big Horn County, Montana",266
13099,"Early County, Georgia",265
17191,"Wayne County, Illinois",265
19107,"Keokuk County, Iowa",264
48031,"Blanco County, Texas",264
19039,"Clarke County, Iowa",263
19081,"Hancock County, Iowa",263
12013,"Calhoun County, Florida",262
21075,"Fulton County, Kentucky",262
22023,"Cameron Parish, Louisiana",262
48003,"Andrews County, Texas",261
55107,"Rusk County, Wisconsin",261
27167,"Wilkin County, Minnesota",260
31023,"Butler County, Nebraska",260
55113,"Sawyer County, Wisconsin",260
05095,"Monroe County, Arkansas",259
19197,"Wright County, Iowa",259
40023,"Choctaw County, Oklahoma",259
05049,"Fulton County, Arkansas",258
05099,"Nevada County, Arkansas",257
37121,"Mitchell County, North Carolina",257
53055,"San Juan County, Washington",257
47039,"Decatur County, Tennessee",256
51081,"Greensville County, Virginia",256
22123,"West Carroll Parish, Louisiana",255
29173,"Ralls County, Missouri",255
48507,"Zavala County, Texas",255
08051,"Gunnison County, Colorado",254
19071,"Fremont County, Iowa",254
54065,"Morgan County, West Virginia",254
13253,"Seminole County, Georgia",253
37009,"Ashe County, North Carolina",253
19069,"Franklin County, Iowa",252
19075,"Grundy County, Iowa",252
20043,"Doniphan County, Kansas",252
40069,"Johnston County, Oklahoma",251
28147,"Walthall County, Mississippi",250
47169,"Trousdale County, Tennessee",250
08047,"Gilpin County, Colorado",249
40149,"Washita County, Oklahoma",249
54031,"Hardy County, West Virginia",249
19165,"Shelby County, Iowa",248
21231,"Wayne County, Kentucky",248
37187,"Washington County, North Carolina",248
48445,"Terry County, Texas",248
05025,"Cleveland County, Arkansas",247
21229,"Washington County, Kentucky",247
21149,"McLean County, Kentucky",246
29057,"Dade County, Missouri",246
30095,"Stillwater County, Montana",246
13209,"Montgomery County, Georgia",245
05109,"Pike County, Arkansas",244
13271,"Telfair County, Georgia",244
17033,"Crawford County, Illinois",244
19029,"Cass County, Iowa",244
19067,"Floyd County, Iowa",244
16041,"Franklin County, Idaho",243
08105,"Rio Grande County, Colorado",242
31145,"Red Willow County, Nebraska",242
01063,"Greene County, Alabama",241
40077,"Latimer County, Oklahoma",241
48505,"Zapata County, Texas",241
51830,"Williamsburg city, Virginia",241
17101,"Lawrence County, Illinois",240
17159,"Richland County, Illinois",240
54087,"Roane County, West Virginia",240
01119,"Sumter County, Alabama",239
22059,"La Salle Parish, Louisiana",239
48093,"Comanche County, Texas",239
53059,"Skamania County, Washington",239
47083,"Houston County, Tennessee",238
02290,"Yukon-Koyukuk Census Area, Alaska",237
05101,"Newton County, Arkansas",237
29063,"DeKalb County, Missouri",237
29153,"Ozark County, Missouri",237
35007,"Colfax County, New Mexico",237
51111,"Lunenburg County, Virginia",237
37073,"Gates County, North Carolina",236
21031,"Butler County, Kentucky",235
28155,"Webster County, Mississippi",235
53019,"Ferry County, Washington",235
56015,"Goshen County, Wyoming",235
37041,"Chowan County, North Carolina",234
17185,"Wabash County, Illinois",233
17193,"White County, Illinois",233
45065,"McCormick County, South Carolina",233
55099,"Price County, Wisconsin",233
13193,"Macon County, Georgia",232
12123,"Taylor County, Florida",231
48237,"Jack County, Texas",231
05117,"Prairie County, Arkansas",230
13173,"Lanier County, Georgia",229
20031,"Coffey County, Kansas",229
06105,"Trinity County, California",228
17127,"Massac County, Illinois",228
