dest_fips,county_state,total_in_exemptions
47099,"Lawrence County, Tennessee",611
47109,"McNairy County, Tennessee",610
13025,"Brantley County, Georgia",609
28029,"Copiah County, Mississippi",609
28079,"Leake County, Mississippi",609
56013,"Fremont County, Wyoming",609
18045,"Fountain County, Indiana",606
47079,"Henry County, Tennessee",606
47111,"Macon County, Tennessee",606
50015,"Lamoille County, Vermont",605
53039,"Klickitat County, Washington",605
20113,"McPherson County, Kansas",604
47075,"Haywood County, Tennessee",602
53049,"Pacific County, Washington",602
28031,"Covington County, Mississippi",601
48161,"Freestone County, Texas",601
19019,"Buchanan County, Iowa",600
28143,"Tunica County, Mississippi",600
48365,"Panola County, Texas",600
39115,"Morgan County, Ohio",599
28123,"Scott County, Mississippi",598
19129,"Mills County, Iowa",597
19149,"Plymouth County, Iowa",597
28039,"George County, Mississippi",597
51035,"Carroll County, Virginia",597
55013,"Burnett County, Wisconsin",596
01067,"Henry County, Alabama",595
45071,"Newberry County, South Carolina",595
19121,"Madison County, Iowa",594
48025,"Bee County, Texas",594
49047,"Uintah County, Utah",594
17121,"Marion County, Illinois",593
19179,"Wapello County, Iowa",592
20021,"Cherokee County, Kansas",592
54027,"Hampshire County, West Virginia",591
48293,"Limestone County, Texas",590
40001,"Adair County, Oklahoma",589
46029,"Codington County, South Dakota",589
41027,"Hood River County, Oregon",588
39137,"Putnam County, Ohio",587
47133,"Overton County, Tennessee",587
17123,"Marshall County, Illinois",585
29073,"Gasconade County, Missouri",583
55077,"Marquette County, Wisconsin",582
13087,"Decatur County, Georgia",581
18159,"Tipton County, Indiana",581
01047,"Dallas County, Alabama",580
13131,"Grady County, Georgia",580
19123,"Mahaska County, Iowa",579
22111,"Union Parish, Louisiana",579
26089,"Leelanau County, Michigan",578
37113,"Macon County, North Carolina",578
47041,"DeKalb County, Tennessee",577
55123,"Vernon County, Wisconsin",576
39053,"Gallia County, Ohio",575
48051,"Burleson County, Texas",574
29175,"Randolph County, Missouri",572
46011,"Brookings County, South Dakota",572
13189,"McDuffie County, Georgia",571
12043,"Glades County, Florida",569
45037,"Edgefield County, South Carolina",569
31067,"Gage County, Nebraska",567
26101,"Manistee County, Michigan",566
17125,"Mason County, Illinois",564
21173,"Montgomery County, Kentucky",564
47097,"Lauderdale County, Tennessee",564
17053,"Ford County, Illinois",563
47115,"Marion County, Tennessee",563
47143,"Rhea County, Tennessee",563
47177,"Warren County, Tennessee",563
55029,"Door County, Wisconsin",563
01019,"Cherokee County, Alabama",562
21213,"Simpson County, Kentucky",562
49041,"Sevier County, Utah",562
51007,"Amelia County, Virginia",562
48171,"Gillespie County, Texas",561
12059,"Holmes County, Florida",560
13321,"Worth County, Georgia",560
17135,"Montgomery County, Illinois",559
21191,"Pendleton County, Kentucky",559
22067,"Morehouse Parish, Louisiana",559
48337,"Montague County, Texas",559
20051,"Ellis County, Kansas",558
51193,"Westmoreland County, Virginia",558
18001,"Adams County, Indiana",557
19057,"Des Moines County, Iowa",557
36033,"Franklin County, New York",557
47029,"Cocke County, Tennessee",556
05047,"Franklin County, Arkansas",555
13221,"Oglethorpe County, Georgia",555
29013,"Bates County, Missouri",554
37115,"Madison County, North Carolina",553
46127,"Union County, South Dakota",553
17173,"Shelby County, Illinois",552
18139,"Rush County, Indiana",552
29007,"Audrain County, Missouri",552
30093,"Silver Bow County, Montana",552
01111,"Randolph County, Alabama",551
26105,"Mason County, Michigan",548
29053,"Cooper County, Missouri",548
13079,"Crawford County, Georgia",547
36097,"Schuyler County, New York",547
19105,"Jones County, Iowa",545
24029,"Kent County, Maryland",545
45067,"Marion County, South Carolina",545
48227,"Howard County, Texas",545
55047,"Green Lake County, Wisconsin",545
13147,"Hart County, Georgia",544
18153,"Sullivan County, Indiana",544
48225,"Houston County, Texas",544
16045,"Gem County, Idaho",543
01093,"Marion County, Alabama",542
13069,"Coffee County, Georgia",542
18147,"Spencer County, Indiana",542
13019,"Berrien County, Georgia",541
21071,"Floyd County, Kentucky",541
28117,"Prentiss County, Mississippi",541
17131,"Mercer County, Illinois",540
55125,"Vilas County, Wisconsin",540
45017,"Calhoun County, South Carolina",537
51195,"Wise County, Virginia",537
45053,"Jasper County, South Carolina",535
45089,"Williamsburg County, South Carolina",535
12049,"Hardee County, Florida",534
05029,"Conway County, Arkansas",533
27161,"Waseca County, Minnesota",533
28043,"Grenada County, Mississippi",533
46035,"Davison County, South Dakota",533
35029,"Luna County, New Mexico",532
39161,"Van Wert County, Ohio",532
48149,"Fayette County, Texas",532
05123,"St. Francis County, Arkansas",531
17139,"Moultrie County, Illinois",531
28101,"Newton County, Mississippi",531
18165,"Vermillion County, Indiana",530
37103,"Jones County, North Carolina",530
48253,"Jones County, Texas",530
54029,"Hancock County, West Virginia",530
54035,"Jackson County, West Virginia",530
48299,"Llano County, Texas",529
51079,"Greene County, Virginia",528
22091,"St. Helena Parish, Louisiana",526
56033,"Sheridan County, Wyoming",526
54009,"Brooke County, West Virginia",525
21183,"Ohio County, Kentucky",522
48463,"Uvalde County, Texas",522
22013,"Bienville Parish, Louisiana",520
45033,"Dillon County, South Carolina",520
48455,"Trinity County, Texas",520
13055,"Chattooga County, Georgia",519
37131,"Northampton County, North Carolina",519
13083,"Dade County, Georgia",516
13293,"Upson County, Georgia",516
47129,"Morgan County, Tennessee",516
29059,"Dallas County, Missouri",515
05043,"Drew County, Arkansas",514
13075,"Cook County, Georgia",514
19183,"Washington County, Iowa",513
26011,"Arenac County, Michigan",513
29015,"Benton County, Missouri",512
31159,"Seward County, Nebraska",512
40091,"McIntosh County, Oklahoma",512
48289,"Leon County, Texas",512
54057,"Mineral County, West Virginia",512
06015,"Del Norte County, California",510
17109,"McDonough County, Illinois",509
48395,"Robertson County, Texas",509
21187,"Owen County, Kentucky",508
26109,"Menominee County, Michigan",508
18111,"Newton County, Indiana",507
48159,"Franklin County, Texas",507
19111,"Lee County, Iowa",506
51117,"Mecklenburg County, Virginia",505
54051,"Marshall County, West Virginia",505
05019,"Clark County, Arkansas",504
21123,"Larue County, Kentucky",502
28133,"Sunflower County, Mississippi",502
56023,"Lincoln County, Wyoming",502
20057,"Ford County, Kansas",500
41061,"Union County, Oregon",500
47071,"Hardin County, Tennessee",500
06011,"Colusa County, California",499
22077,"Pointe Coupee Parish, Louisiana",499
05057,"Hempstead County, Arkansas",498
05015,"Carroll County, Arkansas",497
21085,"Grayson County, Kentucky",497
27045,"Fillmore County, Minnesota",497
18027,"Daviess County, Indiana",496
08107,"Routt County, Colorado",494
28017,"Chickasaw County, Mississippi",492
47069,"Hardeman County, Tennessee",492
22083,"Richland Parish, Louisiana",491
36123,"Yates County, New York",490
51167,"Russell County, Virginia",490
01133,"Winston County, Alabama",489
13291,"Union County, Georgia",489
28025,"Clay County, Mississippi",489
17085,"Jo Daviess County, Illinois",488
13305,"Wayne County, Georgia",487
55103,"Richland County, Wisconsin",487
49037,"San Juan County, Utah",485
19187,"Webster County, Iowa",483
16067,"Minidoka County, Idaho",482
28091,"Marion County, Mississippi",482
48343,"Morris County, Texas",482
27047,"Freeborn County, Minnesota",481
01005,"Barbour County, Alabama",480
06027,"Inyo County, California",480
47139,"Polk County, Tennessee",480
56029,"Park County, Wyoming",480
51790,"Staunton city, Virginia",479
35047,"San Miguel County, New Mexico",477
40035,"Craig County, Oklahoma",477
18075,"Jay County, Indiana",476
39125,"Paulding County, Ohio",476
48059,"Callahan County, Texas",475
05037,"Cross County, Arkansas",474
51197,"Wythe County, Virginia",473
54077,"Preston County, West Virginia",473
01057,"Fayette County, Alabama",472
37149,"Polk County, North Carolina",471
46013,"Brown County, South Dakota",471
13111,"Fannin County, Georgia",470
29143,"New Madrid County, Missouri",470
13279,"Toombs County, Georgia",468
26079,"Kalkaska County, Michigan",467
01065,"Hale County, Alabama",466
21097,"Harrison County, Kentucky",466
48177,"Gonzales County, Texas",465
54053,"Mason County, West Virginia",465
16043,"Fremont County, Idaho",463
55061,"Kewaunee County, Wisconsin",463
13257,"Stephens County, Georgia",462
54043,"Lincoln County, West Virginia",462
13149,"Heard County, Georgia",461
08015,"Chaffee County, Colorado",460
28061,"Jasper County, Mississippi",460
55067,"Langlade County, Wisconsin",460
04012,"La Paz County, Arizona",459
28141,"Tishomingo County, Mississippi",459
05103,"Ouachita County, Arkansas",458
12125,"Union County, Florida",458
13183,"Long County, Georgia",458
13205,"Mitchell County, Georgia",458
17005,"Bond County, Illinois",457
01037,"Coosa County, Alabama",456
18131,"Pulaski County, Indiana",455
22085,"Sabine Parish, Louisiana",455
48379,"Rains County, Texas",455
28015,"Carroll County, Mississippi",453
51147,"Prince Edward County, Virginia",453
51163,"Rockbridge County, Virginia",453
31047,"Dawson County, Nebraska",452
01087,"Macon County, Alabama",451
48057,"Calhoun County, Texas",451
13267,"Tattnall County, Georgia",450
17039,"De Witt County, Illinois",450
27057,"Hubbard County, Minnesota",450
01025,"Clarke County, Alabama",449
21013,"Bell County, Kentucky",449
27001,"Aitkin County, Minnesota",449
51750,"Radford city, Virginia",449
05027,"Columbia County, Arkansas",448
16073,"Owyhee County, Idaho",448
28139,"Tippah County, Mississippi",445
48419,"Shelby County, Texas",444
17189,"Washington County, Illinois",443
19095,"Iowa County, Iowa",443
20175,"Seward County, Kansas",442
16013,"Blaine County, Idaho",441
31001,"Adams County, Nebraska",441
05071,"Johnson County, Arkansas",439
13261,"Sumter County, Georgia",439
31131,"Otoe County, Nebraska",439
27083,"Lyon County, Minnesota",438
29229,"Wright County, Missouri",438
47171,"Unicoi County, Tennessee",438
47185,"White County, Tennessee",438
19059,"Dickinson County, Iowa",437
19085,"Harrison County, Iowa",436
17051,"Fayette County, Illinois",435
21193,"Perry County, Kentucky",435
29067,"Douglas County, Missouri",435
29139,"Montgomery County, Missouri",435
48063,"Camp County, Texas",434
06051,"Mono County, California",433
21041,"Carroll County, Kentucky",433
35057,"Torrance County, New Mexico",433
50019,"Orleans County, Vermont",433
48009,"Archer County, Texas",432
18121,"Parke County, Indiana",431
37007,"Anson County, North Carolina",431
37039,"Cherokee County, North Carolina",431
56009,"Converse County, Wyoming",431
05075,"Lawrence County, Arkansas",430
13133,"Greene County, Georgia",430
21233,"Webster County, Kentucky",430
51139,"Page County, Virginia",430
29215,"Texas County, Missouri",428
35017,"Grant County, New Mexico",428
20041,"Dickinson County, Kansas",427
21043,"Carter County, Kentucky",427
55053,"Jackson County, Wisconsin",427
21161,"Mason County, Kentucky",424
05149,"Yell County, Arkansas",423
19097,"Jackson County, Iowa",423
20085,"Jackson County, Kansas",423
48089,"Colorado County, Texas",423
17129,"Menard County, Illinois",422
38077,"Richland County, North Dakota",422
48341,"Moore County, Texas",422
20099,"Labette County, Kansas",421
51025,"Brunswick County, Virginia",421
17145,"Perry County, Illinois",420
18009,"Blackford County, Indiana",420
39105,"Meigs County, Ohio",418
29157,"Perry County, Missouri",417
21223,"Trimble County, Kentucky",416
26033,"Chippewa County, Michigan",416
27055,"Houston County, Minnesota",416
29217,"Vernon County, Missouri",416
54005,"Boone County, West Virginia",416
29195,"Saline County, Missouri",413
30043,"Jefferson County, Montana",413
35055,"Taos County, New Mexico",413
19087,"Henry County, Iowa",410
27015,"Brown County, Minnesota",410
28027,"Coahoma County, Mississippi",409
45069,"Marlboro County, South Carolina",409
08075,"Logan County, Colorado",408
12065,"Jefferson County, Florida",408
55129,"Washburn County, Wisconsin",408
29135,"Moniteau County, Missouri",405
39067,"Harrison County, Ohio",405
50013,"Grand Isle County, Vermont",405
08019,"Clear Creek County, Colorado",403
48123,"DeWitt County, Texas",403
21177,"Muhlenberg County, Kentucky",402
22093,"St. James Parish, Louisiana",402
47121,"Meigs County, Tennessee",402
51169,"Scott County, Virginia",402
37015,"Bertie County, North Carolina",400
48077,"Clay County, Texas",400
55011,"Buffalo County, Wisconsin",400
01129,"Washington County, Alabama",399
35041,"Roosevelt County, New Mexico",399
37091,"Hertford County, North Carolina",399
48287,"Lee County, Texas",399
53001,"Adams County, Washington",399
53055,"San Juan County, Washington",399
48285,"Lavaca County, Texas",398
26007,"Alpena County, Michigan",397
48031,"Blanco County, Texas",397
48489,"Willacy County, Texas",396
51001,"Accomack County, Virginia",396
56041,"Uinta County, Wyoming",396
05105,"Perry County, Arkansas",395
21061,"Edmonson County, Kentucky",395
23029,"Washington County, Maine",394
28163,"Yazoo County, Mississippi",394
29011,"Barton County, Missouri",394
37185,"Warren County, North Carolina",394
16047,"Gooding County, Idaho",393
17015,"Carroll County, Illinois",392
26043,"Dickinson County, Michigan",390
17045,"Edgar County, Illinois",389
55023,"Crawford County, Wisconsin",389
56039,"Teton County, Wyoming",389
05049,"Fulton County, Arkansas",388
29001,"Adair County, Missouri",388
45011,"Barnwell County, South Carolina",388
01041,"Crenshaw County, Alabama",386
48313,"Madison County, Texas",386
29163,"Pike County, Missouri",385
37175,"Transylvania County, North Carolina",385
21099,"Hart County, Kentucky",384
24023,"Garrett County, Maryland",384
46135,"Yankton County, South Dakota",384
48145,"Falls County, Texas",384
21217,"Taylor County, Kentucky",383
37117,"Martin County, North Carolina",383
05135,"Sharp County, Arkansas",382
17023,"Clark County, Illinois",382
19023,"Butler County, Iowa",382
26085,"Lake County, Michigan",382
29123,"Madison County, Missouri",382
28007,"Attala County, Mississippi",381
36049,"Lewis County, New York",380
48239,"Jackson County, Texas",380
45087,"Union County, South Carolina",379
48093,"Comanche County, Texas",378
49023,"Juab County, Utah",378
51173,"Smyth County, Virginia",378
19167,"Sioux County, Iowa",377
48179,"Gray County, Texas",377
28131,"Stone County, Mississippi",375
28051,"Holmes County, Mississippi",374
46065,"Hughes County, South Dakota",374
37009,"Ashe County, North Carolina",373
51735,"Poquoson city, Virginia",373
08003,"Alamosa County, Colorado",372
48233,"Hutchinson County, Texas",371
05001,"Arkansas County, Arkansas",370
05021,"Clay County, Arkansas",370
18025,"Crawford County, Indiana",370
26041,"Delta County, Michigan",369
51011,"Appomattox County, Virginia",369
19171,"Tama County, Iowa",368
28005,"Amite County, Mississippi",368
55065,"Lafayette County, Wisconsin",367
08049,"Grand County, Colorado",366
35028,"Los Alamos County, New Mexico",366
28161,"Yalobusha County, Mississippi",364
53059,"Skamania County, Washington",364
17035,"Cumberland County, Illinois",363
48133,"Eastland County, Texas",363
13081,"Crisp County, Georgia",362
19075,"Grundy County, Iowa",362
29025,"Caldwell County, Missouri",362
54083,"Randolph County, West Virginia",361
21205,"Rowan County, Kentucky",360
28009,"Benton County, Mississippi",360
49013,"Duchesne County, Utah",360
51125,"Nelson County, Virginia",360
54045,"Logan County, West Virginia",360
01107,"Pickens County, Alabama",359
12029,"Dixie County, Florida",359
01085,"Lowndes County, Alabama",358
19079,"Hamilton County, Iowa",357
51119,"Middlesex County, Virginia",355
54025,"Greenbrier County, West Virginia",355
28129,"Smith County, Mississippi",354
23021,"Piscataquis County, Maine",353
13023,"Bleckley County, Georgia",352
19157,"Poweshiek County, Iowa",351
51083,"Halifax County, Virginia",351
40095,"Marshall County, Oklahoma",350
18007,"Benton County, Indiana",349
21045,"Casey County, Kentucky",349
21115,"Johnson County, Kentucky",349
05121,"Randolph County, Arkansas",348
39163,"Vinton County, Ohio",348
40009,"Beckham County, Oklahoma",348
21023,"Bracken County, Kentucky",347
49007,"Carbon County, Utah",347
01091,"Marengo County, Alabama",346
22029,"Concordia Parish, Louisiana",346
51063,"Floyd County, Virginia",346
55119,"Taylor County, Wisconsin",346
21203,"Rockcastle County, Kentucky",345
13289,"Twiggs County, Georgia",344
21011,"Bath County, Kentucky",344
41031,"Jefferson County, Oregon",344
48175,"Goliad County, Texas",344
48387,"Red River County, Texas",344
26001,"Alcona County, Michigan",342
26113,"Missaukee County, Michigan",342
18117,"Orange County, Indiana",341
47153,"Sequatchie County, Tennessee",341
17165,"Saline County, Illinois",340
30053,"Lincoln County, Montana",340
19039,"Clarke County, Iowa",338
51113,"Madison County, Virginia",338
21197,"Powell County, Kentucky",337
40107,"Okfuskee County, Oklahoma",337
47087,"Jackson County, Tennessee",337
49029,"Morgan County, Utah",337
17067,"Hancock County, Illinois",336
20009,"Barton County, Kansas",336
20133,"Neosho County, Kansas",336
48117,"Deaf Smith County, Texas",336
13017,"Ben Hill County, Georgia",335
38089,"Stark County, North Dakota",335
21225,"Union County, Kentucky",334
29039,"Cedar County, Missouri",333
40063,"Hughes County, Oklahoma",331
40149,"Washita County, Oklahoma",331
51049,"Cumberland County, Virginia",331
19043,"Clayton County, Iowa",330
13105,"Elbert County, Georgia",328
47005,"Benton County, Tennessee",328
21001,"Adair County, Kentucky",327
18125,"Pike County, Indiana",325
21065,"Estill County, Kentucky",325
05041,"Desha County, Arkansas",323
19115,"Louisa County, Iowa",323
28153,"Wayne County, Mississippi",323
20005,"Atchison County, Kansas",322
54041,"Lewis County, West Virginia",322
27143,"Sibley County, Minnesota",321
51071,"Giles County, Virginia",321
51135,"Nottoway County, Virginia",320
29017,"Bollinger County, Missouri",319
18123,"Perry County, Indiana",318
40105,"Nowata County, Oklahoma",318
13091,"Dodge County, Georgia",317
16041,"Franklin County, Idaho",317
28001,"Adams County, Mississippi",317
40023,"Choctaw County, Oklahoma",317
32013,"Humboldt County, Nevada",314
29093,"Iron County, Missouri",313
19065,"Fayette County, Iowa",312
21155,"Marion County, Kentucky",312
40099,"Murray County, Oklahoma",312
48315,"Marion County, Texas",312
54065,"Morgan County, West Virginia",312
26039,"Crawford County, Michigan",311
37143,"Perquimans County, North Carolina",311
54091,"Taylor County, West Virginia",311
18171,"Warren County, Indiana",310
16015,"Boise County, Idaho",308
05025,"Cleveland County, Arkansas",307
08089,"Otero County, Colorado",307
40073,"Kingfisher County, Oklahoma",307
05003,"Ashley County, Arkansas",306
19021,"Buena Vista County, Iowa",306
29117,"Livingston County, Missouri",306
01099,"Monroe County, Alabama",305
17159,"Richland County, Illinois",305
21033,"Caldwell County, Kentucky",305
01029,"Cleburne County, Alabama",304
40103,"Noble County, Oklahoma",304
41049,"Morrow County, Oregon",304
48279,"Lamb County, Texas",304
19055,"Delaware County, Iowa",303
20107,"Linn County, Kansas",303
17061,"Greene County, Illinois",302
29063,"DeKalb County, Missouri",302
38093,"Stutsman County, North Dakota",302
45009,"Bamberg County, South Carolina",302
47039,"Decatur County, Tennessee",302
29147,"Nodaway County, Missouri",300
30067,"Park County, Montana",300
37073,"Gates County, North Carolina",300
31151,"Saline County, Nebraska",298
26061,"Houghton County, Michigan",297
53043,"Lincoln County, Washington",297
41001,"Baker County, Oregon",296
48503,"Young County, Texas",296
55113,"Sawyer County, Wisconsin",296
05089,"Marion County, Arkansas",295
21087,"Green County, Kentucky",295
40089,"McCurtain County, Oklahoma",295
47085,"Humphreys County, Tennessee",293
54059,"Mingo County, West Virginia",293
46027,"Clay County, South Dakota",292
19083,"Hardin County, Iowa",291
21119,"Knott County, Kentucky",291
55007,"Bayfield County, Wisconsin",290
17025,"Clay County, Illinois",289
37199,"Yancey County, North Carolina",289
13155,"Irwin County, Georgia",288
30009,"Carbon County, Montana",287
47161,"Stewart County, Tennessee",287
18155,"Switzerland County, Indiana",286
19077,"Guthrie County, Iowa",286
37011,"Avery County, North Carolina",286
05141,"Van Buren County, Arkansas",285
21069,"Fleming County, Kentucky",285
21219,"Todd County, Kentucky",285
12013,"Calhoun County, Florida",283
28077,"Lawrence County, Mississippi",279
45081,"Saluda County, South Carolina",279
13109,"Evans County, Georgia",278
27113,"Pennington County, Minnesota",278
46019,"Butte County, South Dakota",278
08097,"Pitkin County, Colorado",277
48475,"Ward County, Texas",277
51097,"King and Queen County, Virginia",277
17127,"Massac County, Illinois",276
05067,"Jackson County, Arkansas",275
48353,"Nolan County, Texas",275
17191,"Wayne County, Illinois",273
17193,"White County, Illinois",273
51081,"Greensville County, Virginia",273
16085,"Valley County, Idaho",272
48351,"Newton County, Texas",272
51057,"Essex County, Virginia",272
13043,"Candler County, Georgia",271
51141,"Patrick County, Virginia",271
19101,"Jefferson County, Iowa",270
21077,"Gallatin County, Kentucky",270
27023,"Chippewa County, Minnesota",270
29181,"Ripley County, Missouri",270
13251,"Screven County, Georgia",269
21139,"Livingston County, Kentucky",269
21091,"Hancock County, Kentucky",268
22027,"Claiborne Parish, Louisiana",268
06105,"Trinity County, California",267
08047,"Gilpin County, Colorado",267
19027,"Carroll County, Iowa",267
22021,"Caldwell Parish, Louisiana",267
17101,"Lawrence County, Illinois",266
51133,"Northumberland County, Virginia",266
05107,"Phillips County, Arkansas",265
13253,"Seminole County, Georgia",265
31081,"Hamilton County, Nebraska",265
21127,"Lawrence County, Kentucky",264
39111,"Monroe County, Ohio",264
48131,"Duval County, Texas",263
51029,"Buckingham County, Virginia",263
01027,"Clay County, Alabama",262
27159,"Wadena County, Minnesota",262
29089,"Howard County, Missouri",262
37041,"Chowan County, North Carolina",262
51036,"Charles City County, Virginia",262
05061,"Howard County, Arkansas",261
22041,"Franklin Parish, Louisiana",261
40077,"Latimer County, Oklahoma",261
54097,"Upshur County, West Virginia",261
13093,"Dooly County, Georgia",260
22127,"Winn Parish, Louisiana",260
05017,"Chicot County, Arkansas",259
08071,"Las Animas County, Colorado",259
20197,"Wabaunsee County, Kansas",259
21221,"Trigg County, Kentucky",259
20001,"Allen County, Kansas",258
38105,"Williams County, North Dakota",258
51027,"Buchanan County, Virginia",258
21031,"Butler County, Kentucky",257
21075,"Fulton County, Kentucky",257
29057,"Dade County, Missouri",257
48119,"Delta County, Texas",256
29133,"Mississippi County, Missouri",255
40153,"Woodward County, Oklahoma",255
51077,"Grayson County, Virginia",255
51690,"Martinsville city, Virginia",255
55107,"Rusk County, Wisconsin",255
17187,"Warren County, Illinois",254
27121,"Pope County, Minnesota",254
29173,"Ralls County, Missouri",254
48237,"Jack County, Texas",254
48415,"Scurry County, Texas",254
13049,"Charlton County, Georgia",253
25007,"Dukes County, Massachusetts",253
48403,"Sabine County, Texas",252
19041,"Clay County, Iowa",251
31185,"York County, Nebraska",251
13107,"Emanuel County, Georgia",250
40139,"Texas County, Oklahoma",250
49015,"Emery County, Utah",250
12047,"Hamilton County, Florida",249
13191,"McIntosh County, Georgia",249
29125,"Maries County, Missouri",249
37173,"Swain County, North Carolina",249
47169,"Trousdale County, Tennessee",249
01013,"Butler County, Alabama",248
29121,"Macon County, Missouri",248
29155,"Pemiscot County, Missouri",248
37121,"Mitchell County, North Carolina",248
48163,"Frio County, Texas",248
51620,"Franklin city, Virginia",248
27127,"Redwood County, Minnesota",247
28065,"Jefferson Davis County, Mississippi",247
37187,"Washington County, North Carolina",247
16049,"Idaho County, Idaho",246
27129,"Renville County, Minnesota",246
45049,"Hampton County, South Carolina",246
54067,"Nicholas County, West Virginia",246
28111,"Perry County, Mississippi",245
28135,"Tallahatchie County, Mississippi",245
01035,"Conecuh County, Alabama",244
17181,"Union County, Illinois",244
19189,"Winnebago County, Iowa",244
21051,"Clay County, Kentucky",244
29061,"Daviess County, Missouri",244
27091,"Martin County, Minnesota",243
35053,"Socorro County, New Mexico",243
51157,"Rappahannock County, Virginia",243
17087,"Johnson County, Illinois",242
54031,"Hardy County, West Virginia",242
13005,"Bacon County, Georgia",241
19071,"Fremont County, Iowa",241
56007,"Carbon County, Wyoming",241
05109,"Pike County, Arkansas",240
54001,"Barbour County, West Virginia",240
53019,"Ferry County, Washington",239
12079,"Madison County, Florida",238
13273,"Terrell County, Georgia",238
21231,"Wayne County, Kentucky",238
26119,"Montmorency County, Michigan",238
40005,"Atoka County, Oklahoma",238
48399,"Runnels County, Texas",238
27043,"Faribault County, Minnesota",237
29151,"Osage County, Missouri",237
40069,"Johnston County, Oklahoma",237
48425,"Somervell County, Texas",236
05081,"Little River County, Arkansas",234
19035,"Cherokee County, Iowa",234
21135,"Lewis County, Kentucky",234
40011,"Blaine County, Oklahoma",234
08081,"Moffat County, Colorado",233
13173,"Lanier County, Georgia",233
26097,"Mackinac County, Michigan",233
54063,"Monroe County, West Virginia",232
19195,"Worth County, Iowa",230
48445,"Terry County, Texas",230
56015,"Goshen County, Wyoming",230
05133,"Sevier County, Arkansas",229
08051,"Gunnison County, Colorado",229
16087,"Washington County, Idaho",229
19025,"Calhoun County, Iowa",229
46125,"Turner County, South Dakota",229
47007,"Bledsoe County, Tennessee",229
47061,"Grundy County, Tennessee",229
51111,"Lunenburg County, Virginia",229
20013,"Brown County, Kansas",228
21133,"Letcher County, Kentucky",228
40085,"Love County, Oklahoma",228
22123,"West Carroll Parish, Louisiana",227
19067,"Floyd County, Iowa",226
28021,"Claiborne County, Mississippi",226
13209,"Montgomery County, Georgia",225
13235,"Pulaski County, Georgia",225
20003,"Anderson County, Kansas",225
22125,"West Feliciana Parish, Louisiana",225
31023,"Butler County, Nebraska",225
05065,"Izard County, Arkansas",224
12045,"Gulf County, Florida",224
28069,"Kemper County, Mississippi",224
38071,"Ramsey County, North Dakota",224
17071,"Henderson County, Illinois",223
48405,"San Augustine County, Texas",223
22023,"Cameron Parish, Louisiana",222
51037,"Charlotte County, Virginia",222
20159,"Rice County, Kansas",221
22059,"La Salle Parish, Louisiana",221
19007,"Appanoose County, Iowa",220
21007,"Ballard County, Kentucky",219
27075,"Lake County, Minnesota",219
28155,"Webster County, Mississippi",219
31021,"Burt County, Nebraska",219
13193,"Macon County, Georgia",218
19001,"Adair County, Iowa",218
20011,"Bourbon County, Kansas",218
20115,"Marion County, Kansas",218
29115,"Linn County, Missouri",218
51183,"Sussex County, Virginia",218
48305,"Lynn County, Texas",217
51830,"Williamsburg city, Virginia",217
54105,"Wirt County, West Virginia",216
20073,"Greenwood County, Kansas",215
22065,"Madison Parish, Louisiana",215
18115,"Ohio County, Indiana",214
19191,"Winneshiek County, Iowa",214
21149,"McLean County, Kentucky",214
30041,"Hill County, Montana",214
54103,"Wetzel County, West Virginia",214
05127,"Scott County, Arkansas",213
12077,"Liberty County, Florida",213
13161,"Jeff Davis County, Georgia",213
19137,"Montgomery County, Iowa",213
30095,"Stillwater County, Montana",212
17017,"Cass County, Illinois",211
29137,"Monroe County, Missouri",211
48487,"Wilbarger County, Texas",211
48369,"Parmer County, Texas",210
02050,"Bethel Census Area, Alaska",209
19073,"Greene County, Iowa",209
20143,"Ottawa County, Kansas",209
26141,"Presque Isle County, Michigan",209
29085,"Hickory County, Missouri",209
38097,"Traill County, North Dakota",209
54023,"Grant County, West Virginia",209
55003,"Ashland County, Wisconsin",209
50009,"Essex County, Vermont",208
13271,"Telfair County, Georgia",207
21109,"Jackson County, Kentucky",207
51105,"Lee County, Virginia",207
21207,"Russell County, Kentucky",205
31179,"Wayne County, Nebraska",205
40093,"Major County, Oklahoma",205
48115,"Dawson County, Texas",205
48377,"Presidio County, Texas",204
16079,"Shoshone County, Idaho",203
19047,"Crawford County, Iowa",203
27167,"Wilkin County, Minnesota",203
51103,"Lancaster County, Virginia",203
19069,"Franklin County, Iowa",202
08105,"Rio Grande County, Colorado",201
19145,"Page County, Iowa",201
47181,"Wayne County, Tennessee",201
01075,"Lamar County, Alabama",200
17149,"Pike County, Illinois",200
19141,"O, Iowa",200
48003,"Andrews County, Texas",200
48255,"Karnes County, Texas",200
48043,"Brewster County, Texas",199
19081,"Hancock County, Iowa",198
19175,"Union County, Iowa",198
28147,"Walthall County, Mississippi",198
13167,"Johnson County, Georgia",197
20095,"Kingman County, Kansas",197
49025,"Kane County, Utah",197
13163,"Jefferson County, Georgia",196
16063,"Lincoln County, Idaho",196
47127,"Moore County, Tennessee",196
48371,"Pecos County, Texas",196
21143,"Lyon County, Kentucky",195
27089,"Marshall County, Minnesota",195
02261,"Valdez-Cordova Census Area, Alaska",194
13281,"Towns County, Georgia",194
28159,"Winston County, Mississippi",194
48065,"Carson County, Texas",194
01119,"Sumter County, Alabama",192
51181,"Surry County, Virginia",192
54085,"Ritchie County, West Virginia",192
